1484
8 1
   3    3    3    3    2    3    3    3   10 
1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 
0.000000 0.749071 0.250929 	0.000000 0.473630 0.526370 	0.197111 0.802889 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.034189 0.965811 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.613621 0.386379 	0.000000 0.586215 0.413785 	0.197111 0.802889 0.000000 	0.000000 0.221312 0.778687 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.064323 0.935677 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.523321 0.476679 	0.323101 0.676899 0.000000 	0.000000 0.333061 0.666939 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.884521 0.115479 	0.000000 0.923967 0.076033 	0.000000 0.545747 0.454253 	0.000000 0.606889 0.393111 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.034189 0.965811 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.727424 0.272576 0.000000 	0.323101 0.676899 0.000000 	0.000000 0.120375 0.879625 	0.000000 0.000000 1.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.536705 0.463295 0.000000 	0.000000 0.923967 0.076033 	0.000000 0.652091 0.347909 	0.000000 0.735415 0.264585 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.567357 0.432643 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.794221 0.205779 	0.809560 0.190440 0.000000 	0.124868 0.875132 0.000000 	0.486507 0.513493 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.409559 0.590441 0.000000 	0.392595 0.607405 0.000000 	0.000000 0.333061 0.666939 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.345986 0.654014 0.000000 	0.392595 0.607405 0.000000 	0.000000 0.439404 0.560596 	0.201339 0.798661 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.359971 0.640029 0.000000 	0.000000 0.637696 0.362304 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.854571 0.145429 0.000000 	1.000000 0.000000 0.000000 	0.052624 0.947376 0.000000 	0.985550 0.014450 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.902711 0.097289 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.749071 0.250929 	0.948549 0.051451 0.000000 	0.702816 0.297184 0.000000 	0.700383 0.299617 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.974822 0.025178 	0.740066 0.259934 0.000000 	0.000000 0.971120 0.028880 	0.486507 0.513493 0.000000 	0.000000 1.000000 	1.000000 0.000000 0.000000 	0.115635 0.884365 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.600278 0.399722 0.000000 	0.809560 0.190440 0.000000 	0.000000 0.971120 0.028880 	0.914258 0.085742 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	0.617397 0.382603 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.727424 0.272576 0.000000 	0.000000 0.586215 0.413785 	0.269355 0.730645 0.000000 	0.842966 0.157034 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 	
0.000000 0.749071 0.250929 	0.000000 0.755091 0.244909 	0.000000 0.758434 0.241566 	0.415215 0.584785 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.105973 0.894027 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.091694 0.908306 0.000000 	0.000000 0.248462 0.751538 	0.000000 0.652091 0.347909 	0.842966 0.157034 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.902711 0.097289 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.735415 0.264585 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.604306 0.395694 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 	
0.536705 0.463295 0.000000 	0.740066 0.259934 0.000000 	1.000000 0.000000 0.000000 	0.700383 0.299617 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.902711 0.097289 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.218840 0.781160 0.000000 	0.000000 0.529922 0.470078 	0.000000 0.439404 0.560596 	0.985550 0.014450 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.359971 0.640029 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.839371 0.160629 	0.000000 0.361046 0.638954 	0.000000 0.758434 0.241566 	0.771674 0.228326 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.763518 0.236482 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.663851 0.336149 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.226718 0.773282 	0.914258 0.085742 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.522861 0.477139 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.091694 0.908306 0.000000 	0.392595 0.607405 0.000000 	0.000000 0.545747 0.454253 	0.000000 0.564048 0.435952 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.232002 0.767998 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.658771 0.341229 	0.045124 0.954876 0.000000 	0.000000 0.758434 0.241566 	0.000000 0.392680 0.607320 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	0.690457 0.309543 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.981717 0.018283 0.000000 	0.740066 0.259934 0.000000 	0.341598 0.658402 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.115635 0.884365 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.981717 0.018283 0.000000 	0.045124 0.954876 0.000000 	0.000000 0.226718 0.773282 	0.000000 0.606889 0.393111 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.034189 0.965811 0.000000 	0.690457 0.309543 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.879055 0.120945 0.000000 	0.000000 0.439404 0.560596 	0.343923 0.656077 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.902711 0.097289 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.155267 0.844733 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.652091 0.347909 	0.000000 0.564048 0.435952 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.032912 0.967088 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.703921 0.296079 	0.000000 0.642507 0.357493 	0.775060 0.224940 0.000000 	0.000000 0.092787 0.907213 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	0.398215 0.601785 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.000000 0.361046 0.638954 	0.000000 0.652091 0.347909 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.064323 0.935677 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.345986 0.654014 0.000000 	0.000000 0.586215 0.413785 	0.919547 0.080453 0.000000 	0.000000 0.992466 0.007534 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.567357 0.432643 	0.032912 0.967088 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.282413 0.717587 0.000000 	0.000000 0.417338 0.582662 	0.000000 0.758434 0.241566 	0.058755 0.941245 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.567357 0.432643 	0.000000 0.979151 0.020849 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.974822 0.025178 	0.000000 0.473630 0.526370 	0.000000 0.864777 0.135223 	0.000000 0.221312 0.778687 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.064323 0.935677 	0.690457 0.309543 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.282413 0.717587 0.000000 	0.000000 0.867675 0.132325 	0.000000 0.652091 0.347909 	0.000000 0.000000 1.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.232002 0.767998 	0.398215 0.601785 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.392595 0.607405 0.000000 	0.000000 0.652091 0.347909 	0.130048 0.869952 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	0.000000 0.296240 0.703760 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.531583 0.468417 0.000000 	0.000000 0.864777 0.135223 	0.985550 0.014450 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.854571 0.145429 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.058755 0.941245 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	0.544336 0.455664 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.740066 0.259934 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.278525 0.721475 0.000000 	0.544336 0.455664 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.790997 0.209003 0.000000 	0.000000 0.923967 0.076033 	0.413842 0.586158 0.000000 	0.914258 0.085742 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.064323 0.935677 	0.398215 0.601785 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.345986 0.654014 0.000000 	0.114618 0.885382 0.000000 	0.000000 0.439404 0.560596 	0.842966 0.157034 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.114618 0.885382 0.000000 	0.413842 0.586158 0.000000 	0.272631 0.727369 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.567357 0.432643 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.971120 0.028880 	0.842966 0.157034 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.471275 0.528725 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.218840 0.781160 0.000000 	0.531583 0.468417 0.000000 	0.000000 0.864777 0.135223 	0.914258 0.085742 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.399679 0.600321 	0.690457 0.309543 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.531583 0.468417 0.000000 	0.000000 0.545747 0.454253 	0.343923 0.656077 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.399679 0.600321 	0.763518 0.236482 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.600278 0.399722 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.652091 0.347909 	0.000000 0.863941 0.136059 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.220361 0.779639 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.253606 0.746394 0.000000 	0.000000 0.439404 0.560596 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.232002 0.767998 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.473132 0.526868 0.000000 	1.000000 0.000000 0.000000 	0.052624 0.947376 0.000000 	0.486507 0.513493 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.197080 0.802920 0.000000 	0.398215 0.601785 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.536705 0.463295 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.902711 0.097289 	0.763518 0.236482 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.323101 0.676899 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.306996 0.693004 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.000000 0.811383 0.188617 	0.000000 0.120375 0.879625 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.617397 0.382603 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.439404 0.560596 	0.486507 0.513493 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.567357 0.432643 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.000000 0.135877 0.864123 	0.000000 0.864777 0.135223 	0.130048 0.869952 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.399679 0.600321 	0.032912 0.967088 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.345986 0.654014 0.000000 	0.323101 0.676899 0.000000 	0.000000 0.971120 0.028880 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	0.000000 0.561817 0.438183 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.091694 0.908306 0.000000 	1.000000 0.000000 0.000000 	0.052624 0.947376 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.232002 0.767998 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.478171 0.521829 	0.000000 0.000000 1.000000 	0.000000 0.864777 0.135223 	0.914258 0.085742 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.197080 0.802920 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.473132 0.526868 0.000000 	0.740066 0.259934 0.000000 	0.000000 0.120375 0.879625 	0.000000 0.264154 0.735846 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.232002 0.767998 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.000000 0.867675 0.132325 	0.000000 0.014032 0.985968 	0.771674 0.228326 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.034189 0.965811 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.000000 0.586215 0.413785 	0.000000 0.545747 0.454253 	0.000000 0.649731 0.350269 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.604306 0.395694 0.000000 	0.471275 0.528725 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.207270 0.792730 	0.045124 0.954876 0.000000 	0.197111 0.802889 0.000000 	0.486507 0.513493 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.232002 0.767998 	0.836578 0.163421 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.120375 0.879625 	0.058755 0.941245 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.398215 0.601785 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.252420 0.747580 	0.000000 0.417338 0.582662 	0.052624 0.947376 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 	1.000000 0.000000 0.000000 	0.115635 0.884365 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.000000 0.698798 0.301201 	0.558329 0.441671 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	0.325154 0.674846 0.000000 	0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.600278 0.399722 0.000000 	0.948549 0.051451 0.000000 	0.847303 0.152697 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735033 0.264967 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.000000 0.248462 0.751538 	0.702816 0.297184 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.028121 0.971879 0.000000 	0.000000 0.304754 0.695246 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.000000 0.192170 0.807830 	0.000000 0.000000 1.000000 	0.000000 0.649731 0.350269 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.197080 0.802920 0.000000 	0.325154 0.674846 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.727424 0.272576 0.000000 	0.184112 0.815888 0.000000 	0.000000 0.120375 0.879625 	0.629091 0.370909 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.399679 0.600321 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.749071 0.250929 	0.045124 0.954876 0.000000 	0.000000 0.333061 0.666939 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.282413 0.717587 0.000000 	0.184112 0.815888 0.000000 	0.341598 0.658402 0.000000 	0.557799 0.442201 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.567357 0.432643 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.854571 0.145429 0.000000 	0.670572 0.329428 0.000000 	0.052624 0.947376 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.902711 0.097289 	0.000000 0.000000 1.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.670572 0.329428 0.000000 	0.124868 0.875132 0.000000 	0.985550 0.014450 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.902711 0.097289 	0.000000 0.372119 0.627881 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.854571 0.145429 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.545747 0.454253 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.000000 1.000000 	0.000000 0.135877 0.864123 	0.919547 0.080453 0.000000 	0.629091 0.370909 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.064323 0.935677 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.218840 0.781160 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.226718 0.773282 	0.914258 0.085742 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.064323 0.935677 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 	
1.000000 0.000000 0.000000 	0.253606 0.746394 0.000000 	0.000000 0.333061 0.666939 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.034189 0.965811 0.000000 	0.763518 0.236482 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.252420 0.747580 	0.879055 0.120945 0.000000 	0.000000 0.758434 0.241566 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.848642 0.151358 0.000000 	0.105973 0.894027 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.478171 0.521829 	0.000000 0.980259 0.019741 	0.000000 0.971120 0.028880 	0.343923 0.656077 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.567357 0.432643 	0.398215 0.601785 0.000000 	0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.000000 0.839371 0.160629 	0.253606 0.746394 0.000000 	0.000000 0.971120 0.028880 	0.058755 0.941245 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.567357 0.432643 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 	
0.155267 0.844733 0.000000 	0.114618 0.885382 0.000000 	0.000000 0.545747 0.454253 	1.000000 0.000000 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.902711 0.097289 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 	
0.345986 0.654014 0.000000 	0.601077 0.398923 0.000000 	0.000000 0.014032 0.985968 	0.272631 0.727369 0.000000 	1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 	
