178
13 1
   3    4    3    3    3    3    3    3    3    3    3    3    4    3 
1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 
0.000000 0.000000 1.000000 	0.311489 0.688511 0.000000 0.000000 	0.000000 0.674254 0.325746 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.396682 0.603318 	0.000000 0.023593 0.976407 	0.833602 0.166397 0.000000 	0.000000 0.244432 0.755568 	0.000000 0.949856 0.050144 	0.000000 0.729861 0.270139 	0.000000 0.000000 1.000000 	0.000000 0.000000 0.839028 0.160972 	1.000000 0.000000 0.000000 	
1.000000 0.000000 0.000000 	0.620852 0.379149 0.000000 0.000000 	0.303774 0.696226 0.000000 	0.000000 0.644467 0.355533 	1.000000 0.000000 0.000000 	0.000000 0.935746 0.064254 	0.000000 0.871325 0.128675 	0.000000 0.205725 0.794275 	0.000000 0.576669 0.423331 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.754027 0.245973 	1.000000 0.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	
1.000000 0.000000 0.000000 	0.682724 0.317276 0.000000 0.000000 	0.858491 0.141509 0.000000 	0.000000 0.797313 0.202687 	1.000000 0.000000 0.000000 	0.566508 0.433492 0.000000 	0.364284 0.635716 0.000000 	0.694669 0.305331 0.000000 	0.176149 0.823851 0.000000 	1.000000 0.000000 0.000000 	0.069923 0.930077 0.000000 	0.000000 0.046165 0.953835 	0.824367 0.175633 0.000000 0.000000 	0.000000 1.000000 0.000000 	
0.641645 0.358355 0.000000 	0.466170 0.533830 0.000000 0.000000 	0.330189 0.669811 0.000000 	0.000000 0.426116 0.573884 	0.000000 0.765791 0.234209 	0.540727 0.459273 0.000000 	0.000000 0.947526 0.052474 	0.416801 0.583199 0.000000 	0.061794 0.938206 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.651297 0.348703 	0.000000 0.615532 0.384468 	1.000000 0.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	
0.266234 0.733766 0.000000 	0.000000 0.000000 0.977747 0.022253 	0.884906 0.115094 0.000000 	0.940422 0.059578 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.657447 0.342553 0.000000 	0.000000 0.801431 0.198569 	1.000000 0.000000 0.000000 	0.828060 0.171940 0.000000 	0.893291 0.106709 0.000000 	0.580981 0.419019 0.000000 	1.000000 0.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	
1.000000 0.000000 0.000000 	0.000000 0.000000 0.977747 0.022253 	0.832076 0.167924 0.000000 	0.211740 0.788260 0.000000 	1.000000 0.000000 0.000000 	0.540727 0.459273 0.000000 	0.330779 0.669221 0.000000 	0.208401 0.791599 0.000000 	0.000000 0.742788 0.257212 	1.000000 0.000000 0.000000 	0.135793 0.864208 0.000000 	0.000000 0.477038 0.522962 	0.538915 0.461085 0.000000 0.000000 	0.000000 1.000000 0.000000 	
1.000000 0.000000 0.000000 	0.000000 0.671761 0.328239 0.000000 	0.000000 0.702580 0.297420 	0.000000 0.971994 0.028006 	0.429131 0.570869 0.000000 	0.000000 0.238133 0.761867 	0.000000 0.280770 0.719230 	0.555735 0.444265 0.000000 	0.000000 0.790250 0.209750 	0.888288 0.111711 0.000000 	0.563944 0.436056 0.000000 	0.000000 0.000000 1.000000 	0.286560 0.713440 0.000000 0.000000 	0.000000 1.000000 0.000000 	
1.000000 0.000000 0.000000 	0.000000 0.906877 0.093123 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	0.000000 0.273620 0.726380 	0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	0.000000 0.536673 0.463327 	0.000000 0.742788 0.257212 	0.000000 0.848271 0.151729 	0.135793 0.864208 0.000000 	0.000000 0.000000 1.000000 	0.948476 0.051524 0.000000 0.000000 	0.000000 1.000000 0.000000 	
0.641645 0.358355 0.000000 	0.000000 0.000000 0.235976 0.764024 	0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	0.048551 0.951449 0.000000 	0.282915 0.717085 0.000000 	0.000000 0.909425 0.090575 	0.000000 0.801431 0.198569 	0.000000 0.932638 0.067362 	1.000000 0.000000 0.000000 	0.168727 0.831273 0.000000 	0.000000 0.369320 0.630681 	1.000000 0.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	
0.000000 0.963919 0.036081 	0.000000 0.000000 0.000000 1.000000 	0.488679 0.511321 0.000000 	0.000000 0.644467 0.355533 	1.000000 0.000000 0.000000 	0.000000 0.682069 0.317931 	0.000000 0.414121 0.585879 	0.694669 0.305331 0.000000 	0.000000 0.576669 0.423331 	1.000000 0.000000 0.000000 	0.794487 0.205513 0.000000 	0.000000 0.400096 0.599904 	1.000000 0.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	
1.000000 0.000000 0.000000 	0.000000 0.000000 0.324988 0.675012 	0.000000 0.787557 0.212443 	0.000000 0.753643 0.246357 	1.000000 0.000000 0.000000 	0.000000 0.301553 0.698447 	0.000000 0.052168 0.947832 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.728618 0.271382 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	
1.000000 0.000000 0.000000 	0.000000 0.832983 0.167017 0.000000 	0.383019 0.616981 0.000000 	0.000000 0.753643 0.246357 	1.000000 0.000000 0.000000 	0.000000 0.713779 0.286221 	0.000000 0.414121 0.585879 	0.208401 0.791599 0.000000 	0.433447 0.566553 0.000000 	1.000000 0.000000 0.000000 	0.366336 0.633664 0.000000 	0.000000 0.123106 0.876894 	1.000000 0.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	
0.630919 0.369081 0.000000 	0.589915 0.410085 0.000000 0.000000 	0.066038 0.933962 0.000000 	0.000000 0.644467 0.355533 	1.000000 0.000000 0.000000 	0.000000 0.491811 0.508189 	0.000000 0.000000 1.000000 	0.069467 0.930533 0.000000 	0.000000 0.861444 0.138556 	0.611237 0.388763 0.000000 	0.926226 0.073774 0.000000 	0.000000 0.800192 0.199808 	1.000000 0.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	
1.000000 0.000000 0.000000 	0.000000 0.853136 0.146864 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	0.682850 0.317150 0.000000 	0.373149 0.626851 0.000000 	0.000000 0.804649 0.195351 	0.000000 0.000000 1.000000 	0.000000 0.873310 0.126690 	0.988669 0.011331 0.000000 	0.004053 0.995947 0.000000 	0.265956 0.734044 0.000000 	0.944339 0.055661 0.000000 0.000000 	0.000000 1.000000 0.000000 	
0.695276 0.304724 0.000000 	0.435234 0.564766 0.000000 0.000000 	0.039623 0.960377 0.000000 	0.000000 0.000000 1.000000 	0.936570 0.063430 0.000000 	0.257133 0.742867 0.000000 	0.000000 0.604623 0.395377 	0.000000 1.000000 0.000000 	0.000000 0.707191 0.292809 	1.000000 0.000000 0.000000 	0.267532 0.732468 0.000000 	0.000000 0.892522 0.107478 	1.000000 0.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	
1.000000 0.000000 0.000000 	0.000000 0.000000 0.332406 0.667594 	0.000000 0.815882 0.184118 	0.000000 0.535292 0.464708 	1.000000 0.000000 0.000000 	0.411821 0.588179 0.000000 	0.238642 0.761358 0.000000 	0.000000 0.867621 0.132379 	0.433447 0.566553 0.000000 	1.000000 0.000000 0.000000 	0.596879 0.403121 0.000000 	0.137977 0.862023 0.000000 	0.472723 0.527277 0.000000 0.000000 	0.000000 1.000000 0.000000 	
0.169701 0.830299 0.000000 	0.868341 0.131659 0.000000 0.000000 	0.000000 0.985837 0.014163 	0.454634 0.545366 0.000000 	0.000000 0.139391 0.860609 	1.000000 0.000000 0.000000 	0.657447 0.342553 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.546994 0.453006 0.000000 	0.695683 0.304317 0.000000 	1.000000 0.000000 0.000000 	0.265875 0.734125 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.148249 0.851751 0.000000 	0.000000 0.275422 0.724578 0.000000 	0.000000 0.759231 0.240769 	0.000000 0.971994 0.028006 	0.000000 0.944762 0.055238 	1.000000 0.000000 0.000000 	0.682575 0.317425 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.025014 0.974986 0.000000 	0.761553 0.238448 0.000000 	1.000000 0.000000 0.000000 	0.679572 0.320428 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.223330 0.776670 0.000000 	0.000000 0.732219 0.267781 0.000000 	0.000000 0.759231 0.240769 	0.000000 0.098589 0.901411 	0.302271 0.697729 0.000000 	1.000000 0.000000 0.000000 	0.791464 0.208536 0.000000 	0.903069 0.096931 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.932925 0.067075 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.555463 0.444537 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.341317 0.658683 0.000000 	0.000000 0.000000 0.888734 0.111266 	0.000000 0.872535 0.127465 	0.000000 0.644467 0.355533 	0.000000 0.855276 0.144724 	0.927444 0.072556 0.000000 	0.699327 0.300673 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.185623 0.814377 0.000000 	0.629814 0.370186 0.000000 	1.000000 0.000000 0.000000 	0.389984 0.610016 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.545111 0.454889 0.000000 	1.000000 0.000000 0.000000 0.000000 	0.171698 0.828302 0.000000 	0.576081 0.423919 0.000000 	1.000000 0.000000 0.000000 	0.540727 0.459273 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.576391 0.423609 0.000000 	0.004937 0.995063 0.000000 	0.728618 0.271382 0.000000 	1.000000 0.000000 0.000000 	0.183135 0.816865 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.448577 0.551423 0.000000 	0.000000 0.631455 0.368545 0.000000 	0.303774 0.696226 0.000000 	0.333187 0.666813 0.000000 	0.555991 0.444009 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.537872 0.462128 	0.794487 0.205513 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.997699 0.002301 0.000000 	0.000000 0.000000 1.000000 	
0.823988 0.176012 0.000000 	0.000000 0.000000 0.020863 0.979137 	0.000000 0.362671 0.637329 	0.000000 0.753643 0.246357 	0.873140 0.126860 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.139535 0.860465 	1.000000 0.000000 0.000000 	0.647375 0.352625 0.000000 	0.728618 0.271382 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.919144 0.080856 0.000000 	0.000000 0.000000 1.000000 	
0.523660 0.476340 0.000000 	0.000000 0.000000 0.000000 1.000000 	0.000000 0.079413 0.920587 	0.000000 0.000000 1.000000 	0.429131 0.570869 0.000000 	0.811429 0.188571 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.790807 0.209193 0.000000 	0.185623 0.814377 0.000000 	0.498075 0.501925 0.000000 	1.000000 0.000000 0.000000 	0.741627 0.258373 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.464468 0.535532 	0.000000 0.000000 0.859063 0.140937 	0.330189 0.669811 0.000000 	0.090293 0.909707 0.000000 	0.936570 0.063430 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.000000 0.932925 0.067075 	0.531009 0.468991 0.000000 	0.876317 0.123683 0.000000 	0.472723 0.527277 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.191153 0.808847 0.000000 	0.000000 0.295575 0.704425 0.000000 	0.000000 0.164391 0.835609 	0.000000 0.098589 0.901411 	0.111981 0.888019 0.000000 	0.128228 0.871772 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.139535 0.860465 	1.000000 0.000000 0.000000 	0.217745 0.782255 0.000000 	0.267532 0.732468 0.000000 	0.551447 0.448553 0.000000 	0.431354 0.568646 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.094618 0.905382 0.000000 	0.000000 0.396339 0.603661 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.753643 0.246357 	0.429131 0.570869 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.139535 0.860465 	1.000000 0.000000 0.000000 	0.346232 0.653768 0.000000 	0.662748 0.337252 0.000000 	0.393935 0.606065 0.000000 	0.389984 0.610016 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.612033 0.387967 	0.000000 0.564279 0.435721 0.000000 	0.000000 0.900860 0.099140 	0.000000 0.971994 0.028006 	0.873140 0.126860 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.208401 0.791599 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.961143 0.038857 	0.893291 0.106709 0.000000 	0.236422 0.763578 0.000000 	0.000000 0.730612 0.269388 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.430413 0.569587 	0.000000 0.154505 0.845495 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.207765 0.792235 	0.365701 0.634299 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.338104 0.661896 	1.000000 0.000000 0.000000 	0.446613 0.553387 0.000000 	0.267532 0.732468 0.000000 	0.640048 0.359952 0.000000 	0.720942 0.279058 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.316902 0.683098 	0.000000 0.000000 0.000000 1.000000 	0.000000 0.900860 0.099140 	0.000000 0.971994 0.028006 	0.682850 0.317150 0.000000 	0.540727 0.459273 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.536673 0.463327 	0.905162 0.094838 0.000000 	0.426537 0.573463 0.000000 	0.201662 0.798338 0.000000 	0.649893 0.350107 0.000000 	0.596833 0.403167 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.823988 0.176012 0.000000 	0.000000 0.000000 0.643950 0.356050 	0.303774 0.696226 0.000000 	0.333187 0.666813 0.000000 	0.000000 0.586819 0.413181 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.764136 0.235864 0.000000 	0.733630 0.266370 0.000000 	0.000000 0.224652 0.775348 	1.000000 0.000000 0.000000 	0.699115 0.300885 0.000000 	0.000000 0.494946 0.505054 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.839056 0.160944 	0.000000 0.000000 0.873899 0.126101 	0.435849 0.564151 0.000000 	0.000000 0.753643 0.246357 	0.048551 0.951449 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.801431 0.198569 	0.504920 0.495080 0.000000 	0.587146 0.412854 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.573501 0.426499 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.021771 0.978229 	0.000000 0.000000 0.000000 1.000000 	0.224528 0.775472 0.000000 	0.000000 0.971994 0.028006 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	1.000000 0.000000 0.000000 	0.225775 0.774225 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.158975 0.841025 0.000000 	0.000000 0.000000 0.102457 0.897543 	0.000000 0.532625 0.467375 	0.000000 0.644467 0.355533 	1.000000 0.000000 0.000000 	0.927444 0.072556 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.536673 0.463327 	1.000000 0.000000 0.000000 	0.000000 0.382673 0.617327 	1.000000 0.000000 0.000000 	0.836939 0.163061 0.000000 	0.286560 0.713440 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.657438 0.342562 	0.000000 0.107482 0.892519 0.000000 	0.000000 0.815882 0.184118 	0.000000 0.644467 0.355533 	0.682850 0.317150 0.000000 	0.630961 0.369039 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.669052 0.330948 	0.576391 0.423609 0.000000 	0.000000 0.165394 0.834606 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.183135 0.816865 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.929866 0.070134 	0.000000 0.000000 0.629114 0.370886 	0.000000 0.872535 0.127465 	0.000000 0.644467 0.355533 	0.000000 0.542077 0.457924 	1.000000 0.000000 0.000000 	0.540182 0.459818 0.000000 	0.416801 0.583199 0.000000 	0.733630 0.266370 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.596833 0.403167 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.453116 0.546884 	0.000000 0.188093 0.811907 0.000000 	0.000000 0.136065 0.863935 	0.000000 0.098589 0.901411 	0.000000 0.094648 0.905352 	1.000000 0.000000 0.000000 	0.389412 0.610588 0.000000 	1.000000 0.000000 0.000000 	0.576391 0.423609 0.000000 	0.000000 0.114601 0.885399 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.803682 0.196318 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.244783 0.755217 0.000000 	0.000000 0.490385 0.509615 0.000000 	0.000000 0.532625 0.467375 	0.000000 0.535292 0.464708 	0.000000 0.586819 0.413181 	1.000000 0.000000 0.000000 	0.565310 0.434690 0.000000 	1.000000 0.000000 0.000000 	0.562097 0.437903 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.886421 0.113579 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.895813 0.104187 	0.017595 0.982405 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	0.000000 0.407848 0.592152 	0.282915 0.717085 0.000000 	0.632319 0.367681 0.000000 	0.972536 0.027464 0.000000 	0.133265 0.866735 0.000000 	0.000000 0.537872 0.462128 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.759598 0.240402 	0.000000 0.067176 0.932824 0.000000 	0.092453 0.907547 0.000000 	0.333187 0.666813 0.000000 	0.302271 0.697729 0.000000 	0.798538 0.201462 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.742788 0.257212 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.079711 0.920289 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.470029 0.529971 0.000000 	0.961150 0.038850 0.000000 0.000000 	0.567925 0.432075 0.000000 	0.000000 0.971994 0.028006 	0.000000 0.989505 0.010495 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.139535 0.860465 	0.361976 0.638024 0.000000 	0.000000 0.396782 0.603218 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.224505 0.775495 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.827705 0.172295 	0.000000 0.000000 0.000000 1.000000 	0.000000 0.985837 0.014163 	0.000000 0.535292 0.464708 	0.619421 0.380579 0.000000 	0.875882 0.124118 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.147560 0.852440 0.000000 	0.000000 0.312128 0.687872 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.903433 0.096567 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.067176 0.932824 	0.000000 0.000000 0.465925 0.534075 	0.000000 0.815882 0.184118 	0.090293 0.909707 0.000000 	0.873140 0.126860 0.000000 	0.798538 0.201462 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.470483 0.529517 	0.133265 0.866735 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.886421 0.113579 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.609468 0.390532 0.000000 	0.000000 0.248551 0.751449 0.000000 	0.000000 0.079413 0.920587 	0.000000 0.000000 1.000000 	0.365701 0.634299 0.000000 	0.669633 0.330367 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.733630 0.266370 0.000000 	0.000000 0.425000 0.575000 	0.992096 0.007904 0.000000 	0.964918 0.035082 0.000000 	0.000000 0.416390 0.583610 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.000000 1.000000 	0.357894 0.642106 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	0.302271 0.697729 0.000000 	0.000000 0.396682 0.603318 	0.607190 0.392810 0.000000 	0.000000 0.139535 0.860465 	0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.738493 0.261507 0.000000 	0.141765 0.858235 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.475819 0.524181 	0.373362 0.626638 0.000000 0.000000 	0.000000 0.079413 0.920587 	0.000000 0.426116 0.573884 	0.873140 0.126860 0.000000 	0.000000 0.713779 0.286221 	0.783088 0.216912 0.000000 	0.000000 0.205725 0.794275 	0.000000 0.244432 0.755568 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.915695 0.084305 0.000000 	0.307244 0.692756 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.706002 0.293998 0.000000 	0.000000 0.000000 0.681038 0.318962 	0.000000 0.815882 0.184118 	0.000000 0.753643 0.246357 	0.936570 0.063430 0.000000 	0.154009 0.845991 0.000000 	0.933858 0.066142 0.000000 	0.000000 0.338104 0.661896 	0.876574 0.123426 0.000000 	0.000000 0.382673 0.617327 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.720942 0.279058 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.237444 0.762556 	0.000000 0.094046 0.905954 0.000000 	0.000000 0.362671 0.637329 	0.000000 0.971994 0.028006 	0.000000 0.810534 0.189466 	0.759867 0.240133 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.338104 0.661896 	1.000000 0.000000 0.000000 	0.000000 0.882132 0.117868 	0.036988 0.963012 0.000000 	0.876317 0.123683 0.000000 	0.059026 0.940974 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.180426 0.819574 0.000000 	0.000000 0.087329 0.912671 0.000000 	0.000000 0.249368 0.750632 	0.000000 0.535292 0.464708 	0.000000 0.855276 0.144724 	0.991897 0.008103 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	0.990929 0.009071 0.000000 	0.000000 0.966786 0.033214 	0.333401 0.666599 0.000000 	0.590826 0.409174 0.000000 	0.514093 0.485907 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.062440 0.937560 0.000000 	0.000000 0.000000 0.962911 0.037089 	0.000000 0.900860 0.099140 	0.333187 0.666813 0.000000 	0.000000 0.855276 0.144724 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	1.000000 0.000000 0.000000 	0.073197 0.926803 0.000000 	0.959161 0.040839 0.000000 	0.945229 0.054771 0.000000 	0.079711 0.920289 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.135283 0.864717 	0.000000 0.429927 0.570073 0.000000 	0.039623 0.960377 0.000000 	0.000000 0.535292 0.464708 	0.809710 0.190290 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.933810 0.066190 	0.890868 0.109132 0.000000 	0.000000 0.000000 1.000000 	0.893291 0.106709 0.000000 	1.000000 0.000000 0.000000 	0.327929 0.672071 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.192040 0.807960 	0.000000 0.000000 0.287900 0.712100 	0.145283 0.854717 0.000000 	0.000000 0.426116 0.573884 	0.936570 0.063430 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.205725 0.794275 	0.719335 0.280665 0.000000 	0.000000 0.673319 0.326681 	0.629814 0.370186 0.000000 	0.945229 0.054771 0.000000 	0.720942 0.279058 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.509872 0.490128 	0.000000 0.000000 0.777468 0.222532 	0.000000 0.192716 0.807284 	0.000000 0.316940 0.683060 	0.000000 0.631562 0.368438 	0.927444 0.072556 0.000000 	0.933858 0.066142 0.000000 	0.000000 0.801431 0.198569 	0.276209 0.723791 0.000000 	0.000000 0.000000 1.000000 	0.399270 0.600730 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.997699 0.002301 0.000000 	0.000000 0.000000 1.000000 	
0.212605 0.787395 0.000000 	0.000000 0.020153 0.979847 0.000000 	0.039623 0.960377 0.000000 	0.090293 0.909707 0.000000 	0.936570 0.063430 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	0.976634 0.023366 0.000000 	0.000000 0.000000 1.000000 	0.827422 0.172578 0.000000 	0.945229 0.054771 0.000000 	0.038341 0.961659 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.362307 0.637693 	0.000000 0.550844 0.449156 0.000000 	0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	0.000000 0.900019 0.099981 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.069467 0.930533 0.000000 	0.161854 0.838146 0.000000 	0.000000 0.097671 0.902329 	0.761553 0.238448 0.000000 	0.896006 0.103994 0.000000 	0.000000 0.824878 0.175122 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.566628 0.433372 	0.000000 0.000000 0.109875 0.890125 	0.000000 0.000000 1.000000 	0.000000 0.000000 1.000000 	0.000000 0.586819 0.413181 	0.566508 0.433492 0.000000 	0.900353 0.099647 0.000000 	0.903069 0.096931 0.000000 	0.776513 0.223487 0.000000 	0.000000 0.142820 0.857180 	0.992096 0.007904 0.000000 	0.777872 0.222128 0.000000 	0.265875 0.734125 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.877618 0.122382 0.000000 	0.000000 0.248551 0.751449 0.000000 	0.000000 0.985837 0.014163 	0.211740 0.788260 0.000000 	0.429131 0.570869 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 1.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.989361 0.010639 	1.000000 0.000000 0.000000 	0.866472 0.133528 0.000000 	0.762312 0.237688 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.266234 0.733766 0.000000 	0.000000 0.678478 0.321522 0.000000 	0.092453 0.907547 0.000000 	0.090293 0.909707 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.470483 0.529517 	1.000000 0.000000 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	1.000000 0.000000 0.000000 	0.927791 0.072209 0.000000 0.000000 	0.000000 0.000000 1.000000 	
0.000000 0.000000 1.000000 	0.000000 0.597867 0.402133 0.000000 	0.000000 0.532625 0.467375 	0.000000 0.971994 0.028006 	0.746280 0.253720 0.000000 	0.953225 0.046774 0.000000 	1.000000 0.000000 0.000000 	0.000000 0.735241 0.264759 	0.590686 0.409314 0.000000 	0.000000 0.000000 1.000000 	1.000000 0.000000 0.000000 	0.984607 0.015393 0.000000 	0.141765 0.858235 0.000000 0.000000 	0.000000 0.000000 1.000000 	
